l4at56um-in-pool1pts-25deg-250rpm20/11/202208:07:50;;
Time (seconds);Raw Heat Rate (uJ / s);Raw Heat Rate (ucal / s)
4616;-92,13005845;-22,01961244
4617;-92,12910235;-22,01938393
4618;-92,12833037;-22,01919942
4619;-92,1276814;-22,01904431
4620;-92,1271114;-22,01890808
4621;-92,12656904;-22,01877845
4622;-92,12612063;-22,01867128
4623;-92,12575293;-22,0185834
4624;-92,12540696;-22,01850071
4625;-92,12501003;-22,01840584
4626;-92,12451842;-22,01828834
4627;-92,12379756;-22,01811605
4628;-92,12273196;-22,01786137
4629;-92,12136814;-22,01753541
4630;-92,11966085;-22,01712735
4631;-92,11758557;-22,01663135
4632;-92,11533804;-22,01609418
4633;-92,11306763;-22,01555154
4634;-92,11078788;-22,01500666
4635;-92,10851239;-22,01446281
4636;-92,10623552;-22,01391862
4637;-92,10395392;-22,01337331
4638;-92,10171629;-22,0128385
4639;-92,09956753;-22,01232493
4640;-92,09749163;-22,01182878
4641;-92,09545436;-22,01134186
4642;-92,09348016;-22,01087002
4643;-92,09164959;-22,0104325
4644;-92,09001069;-22,0100408
4645;-92,088614;-22,00970698
4646;-92,08734033;-22,00940257
4647;-92,08599382;-22,00908074
4648;-92,08449716;-22,00872303
4649;-92,08280702;-22,00831908
4650;-92,08087681;-22,00785775
4651;-92,07873294;-22,00734535
4652;-92,07640874;-22,00678985
4653;-92,07391738;-22,0061944
4654;-92,07121282;-22,005548
4655;-92,06839974;-22,00487565
4656;-92,06566547;-22,00422215
4657;-92,06305179;-22,00359746
4658;-92,06054304;-22,00299786
4659;-92,05812174;-22,00241915
4660;-92,05571015;-22,00184277
4661;-92,05332835;-22,00127351
4662;-92,0510631;-22,0007321
4663;-92,04889333;-22,00021351
4664;-92,04680087;-21,9997134
4665;-92,04482969;-21,99924228
4666;-92,04291324;-21,99878424
4667;-92,04096362;-21,99831827
4668;-92,03897224;-21,99784231
4669;-92,03703859;-21,99738016
4670;-92,03512274;-21,99692226
4671;-92,03310628;-21,99644031
4672;-92,03096352;-21,99592818
4673;-92,02879054;-21,99540883
4674;-92,0266593;-21,99489945
4675;-92,02472558;-21,99443728
4676;-92,02304394;-21,99403536
4677;-92,02152065;-21,99367128
4678;-92,0201933;-21,99335404
4679;-92,01913581;-21,99310129
4680;-92,01828048;-21,99289687
4681;-92,01760146;-21,99273458
4682;-92,01712767;-21,99262134
4683;-92,01683118;-21,99255047
4684;-92,01667042;-21,99251205
4685;-92,01671778;-21,99252337
4686;-92,01697375;-21,99258455
4687;-92,01738042;-21,99268174
4688;-92,01786235;-21,99279693
4689;-92,01838175;-21,99292107
4690;-92,01880556;-21,99302236
4691;-92,01904942;-21,99308064
4692;-92,01920031;-21,99311671
4693;-92,01926996;-21,99313336
4694;-92,0192248;-21,99312256
4695;-92,01918569;-21,99311321
4696;-92,01927504;-21,99313457
4697;-92,01951268;-21,99319137
4698;-92,01992684;-21,99329035
4699;-92,02049279;-21,99342562
4700;-92,02108182;-21,9935664
4701;-92,02167995;-21,99370936
4702;-92,02237747;-21,99387607
4703;-92,02315497;-21,9940619
4704;-92,02392399;-21,9942457
4705;-92,02476357;-21,99444636
4706;-92,0257808;-21,99468948
4707;-92,02694988;-21,9949689
4708;-92,02823187;-21,9952753
4709;-92,0296679;-21,99561852
4710;-92,03119806;-21,99598424
4711;-92,03277045;-21,99636005
4712;-92,03444603;-21,99676052
4713;-92,03622181;-21,99718494
4714;-92,038085;-21,99763026
4715;-92,04015255;-21,99812441
4716;-92,04239627;-21,99866068
4717;-92,04476221;-21,99922615
4718;-92,04733732;-21,99984162
4719;-92,05013319;-22,00050984
4720;-92,05298936;-22,00119248
4721;-92,05584616;-22,00187528
4722;-92,05873836;-22,00256653
4723;-92,06168217;-22,00327012
4724;-92,06467783;-22,0039861
4725;-92,06770193;-22,00470887
4726;-92,07061799;-22,00540583
4727;-92,0732908;-22,00604465
4728;-92,07570682;-22,00662209
4729;-92,07793435;-22,00715448
4730;-92,0799252;-22,00763031
4731;-92,08172102;-22,00805952
4732;-92,08343346;-22,0084688
4733;-92,08502439;-22,00884904
4734;-92,08649688;-22,00920098
4735;-92,08801788;-22,0095645
4736;-92,08962621;-22,0099489
4737;-92,09118884;-22,01032238
4738;-92,09262054;-22,01066456
4739;-92,09394091;-22,01098014
4740;-92,09520831;-22,01128306
4741;-92,09660612;-22,01161714
4742;-92,0982041;-22,01199907
4743;-92,09994857;-22,01241601
4744;-92,10181556;-22,01286223
4745;-92,10381332;-22,0133397
4746;-92,10586238;-22,01382944
4747;-92,10784352;-22,01430294
4748;-92,109751;-22,01475884
4749;-92,11155548;-22,01519012
4750;-92,1131234;-22,01556487
4751;-92,11446655;-22,01588589
4752;-92,11566424;-22,01617214
4753;-92,11679224;-22,01644174
4754;-92,11783172;-22,01669018
4755;-92,11881007;-22,01692401
4756;-92,11972649;-22,01714304
4757;-92,12053783;-22,01733696
4758;-92,12127677;-22,01751357
4759;-92,1218862;-22,01765923
4760;-92,12234575;-22,01776906
4761;-92,12276555;-22,01786939
4762;-92,12312435;-22,01795515
4763;-92,12334279;-22,01800736
4764;-92,123511;-22,01804756
4765;-92,12369318;-22,0180911
4766;-92,12379901;-22,0181164
4767;-92,12383389;-22,01812473
4768;-92,12384668;-22,01812779
4769;-92,12379836;-22,01811624
4770;-92,12362103;-22,01807386
4771;-92,12331261;-22,01800015
4772;-92,12292865;-22,01790838
4773;-92,12242042;-22,01778691
4774;-92,12181452;-22,01764209
4775;-92,12112548;-22,01747741
4776;-92,12029418;-22,01727872
4777;-92,11940069;-22,01706517
4778;-92,11857248;-22,01686723
4779;-92,11783298;-22,01669048
4780;-92,11719779;-22,01653867
4781;-92,11670826;-22,01642167
4782;-92,11632792;-22,01633076
4783;-92,11592332;-22,01623406
4784;-92,11550627;-22,01613439
4785;-92,11515254;-22,01604984
4786;-92,11484138;-22,01597547
4787;-92,11452274;-22,01589932
4788;-92,11431479;-22,01584961
4789;-92,11420518;-22,01582342
4790;-92,11415689;-22,01581188
4791;-92,11421929;-22,01582679
4792;-92,11439637;-22,01586911
4793;-92,11459363;-22,01591626
4794;-92,11478612;-22,01596227
4795;-92,11498656;-22,01601017
4796;-92,11519549;-22,01606011
4797;-92,11544373;-22,01611944
4798;-92,11583862;-22,01621382
4799;-92,1163891;-22,01634539
4800;-92,11699324;-22,01648978
4801;-92,11762962;-22,01664188
4802;-92,11829898;-22,01680186
4803;-92,1189371;-22,01695437
4804;-92,11956869;-22,01710533
4805;-92,12023603;-22,01726482
4806;-92,1209603;-22,01743793
4807;-92,1216963;-22,01761384
4808;-92,12242051;-22,01778693
4809;-92,12305814;-22,01793933
4810;-92,12355972;-22,01805921
4811;-92,12396464;-22,01815599
4812;-92,12431775;-22,01824038
4813;-92,12454606;-22,01829495
4814;-92,12458831;-22,01830505
4815;-92,12448931;-22,01828138
4816;-92,12419608;-22,0182113
4817;-92,12373455;-22,01810099
4818;-92,12317913;-22,01796824
4819;-92,12251989;-22,01781068
4820;-92,12180781;-22,01764049
4821;-92,12109516;-22,01747016
4822;-92,12038622;-22,01730072
4823;-92,11965783;-22,01712663
4824;-92,11890193;-22,01694597
4825;-92,11809389;-22,01675284
4826;-92,11717401;-22,01653299
4827;-92,11612961;-22,01628337
4828;-92,11502272;-22,01601881
4829;-92,11389352;-22,01574893
4830;-92,11271001;-22,01546606
4831;-92,11154484;-22,01518758
4832;-92,11040999;-22,01491635
4833;-92,10927461;-22,01464498
4834;-92,10821762;-22,01439236
4835;-92,10711516;-22,01412886
4836;-92,10575206;-22,01380307
4837;-92,10414894;-22,01341992
4838;-92,10238614;-22,0129986
4839;-92,10045265;-22,01253648
4840;-92,09842191;-22,01205113
4841;-92,09637685;-22,01156234
4842;-92,09431483;-22,01106951
4843;-92,09220579;-22,01056544
4844;-92,09008486;-22,01005852
4845;-92,08805047;-22,00957229
4846;-92,08610646;-22,00910766
4847;-92,08418479;-22,00864837
4848;-92,08219363;-22,00817247
4849;-92,08000351;-22,00764902
4850;-92,07768203;-22,00709417
4851;-92,07532343;-22,00653046
4852;-92,07287796;-22,00594598
4853;-92,07038163;-22,00534934
4854;-92,06791141;-22,00475894
4855;-92,06539572;-22,00415768
4856;-92,06272822;-22,00352013
4857;-92,05992776;-22,0028508
4858;-92,05700957;-22,00215334
4859;-92,05393007;-22,00141732
4860;-92,05070154;-22,00064568
4861;-92,04738955;-21,9998541
4862;-92,04403605;-21,99905259
4863;-92,0406519;-21,99824376
4864;-92,03736824;-21,99745895
4865;-92,03427784;-21,99672032
4866;-92,03147019;-21,99604928
4867;-92,02905663;-21,99547243
4868;-92,02702279;-21,99498633
4869;-92,02530663;-21,99457615
4870;-92,02392751;-21,99424654
4871;-92,02296907;-21,99401747
4872;-92,02239694;-21,99388072
4873;-92,02221495;-21,99383723
4874;-92,02246514;-21,99389702
4875;-92,02297426;-21,99401871
4876;-92,02355064;-21,99415646
4877;-92,02423109;-21,99431909
4878;-92,02506444;-21,99451827
4879;-92,02599124;-21,99473978
4880;-92,02699586;-21,99497989
4881;-92,02809115;-21,99524167
4882;-92,02922141;-21,99551181
4883;-92,03041099;-21,99579612
4884;-92,03172104;-21,99610923
4885;-92,03313484;-21,99644714
4886;-92,0345951;-21,99679615
4887;-92,03611801;-21,99716014
4888;-92,03770352;-21,99753908
4889;-92,03926919;-21,99791329
4890;-92,0408205;-21,99828406
4891;-92,04237107;-21,99865465
4892;-92,04387858;-21,99901496
4893;-92,04538069;-21,99937397
4894;-92,04685646;-21,99972669
4895;-92,04816808;-22,00004017
4896;-92,04916105;-22,0002775
4897;-92,04980591;-22,00043162
4898;-92,05007855;-22,00049679
4899;-92,04997039;-22,00047093
4900;-92,04954283;-22,00036874
4901;-92,0488854;-22,00021161
4902;-92,04801271;-22,00000304
4903;-92,04697704;-21,99975551
4904;-92,04585644;-21,99948768
4905;-92,04467142;-21,99920445
4906;-92,04342036;-21,99890544
4907;-92,04213209;-21,99859754
4908;-92,04079831;-21,99827875
4909;-92,03942831;-21,99795132
4910;-92,03808379;-21,99762997
4911;-92,03690351;-21,99734788
4912;-92,03591607;-21,99711187
4913;-92,03506609;-21,99690872
4914;-92,03432468;-21,99673152
4915;-92,03365838;-21,99657227
4916;-92,03301018;-21,99641735
4917;-92,03241164;-21,99627429
4918;-92,03185706;-21,99614174
4919;-92,03130094;-21,99600883
4920;-92,03075258;-21,99587777
4921;-92,03022054;-21,99575061
4922;-92,02962649;-21,99560863
4923;-92,02893422;-21,99544317
4924;-92,02815915;-21,99525792
4925;-92,02734773;-21,99506399
4926;-92,02651732;-21,99486552
4927;-92,0257006;-21,99467032
4928;-92,02487233;-21,99447235
4929;-92,02401299;-21,99426697
4930;-92,02315714;-21,99406241
4931;-92,02224802;-21,99384513
4932;-92,02124766;-21,99360604
4933;-92,02019344;-21,99335407
4934;-92,0192358;-21,99312519
4935;-92,01843548;-21,99293391
4936;-92,01781496;-21,9927856
4937;-92,01738176;-21,99268206
4938;-92,01709535;-21,99261361
4939;-92,01694058;-21,99257662
4940;-92,01685982;-21,99255732
4941;-92,01672907;-21,99252607
4942;-92,01647827;-21,99246613
4943;-92,01616962;-21,99239236
4944;-92,01580667;-21,99230561
4945;-92,01535223;-21,992197
4946;-92,01493582;-21,99209747
4947;-92,01458804;-21,99201435
4948;-92,01420842;-21,99192362
4949;-92,01365664;-21,99179174
4950;-92,01293807;-21,99162
4951;-92,01205037;-21,99140783
4952;-92,01103413;-21,99116494
4953;-92,00999618;-21,99091687
4954;-92,00898564;-21,99067534
4955;-92,00801899;-21,99044431
4956;-92,00711301;-21,99022777
4957;-92,0063303;-21,9900407
4958;-92,00564212;-21,98987622
4959;-92,00503355;-21,98973077
4960;-92,00455503;-21,9896164
4961;-92,00417881;-21,98952648
4962;-92,00393283;-21,98946769
4963;-92,00384609;-21,98944696
4964;-92,00391615;-21,98946371
4965;-92,00411114;-21,98951031
4966;-92,0044655;-21,989595
4967;-92,0049479;-21,9897103
4968;-92,00541095;-21,98982097
4969;-92,00573821;-21,98989919
4970;-92,00591208;-21,98994075
4971;-92,00599884;-21,98996148
4972;-92,00604725;-21,98997305
4973;-92,00614993;-21,98999759
4974;-92,00632706;-21,99003993
4975;-92,00653522;-21,99008968
4976;-92,0066835;-21,99012512
4977;-92,00663362;-21,9901132
4978;-92,00634402;-21,99004398
4979;-92,00588014;-21,98993311
4980;-92,00529242;-21,98979264
4981;-92,00457827;-21,98962196
4982;-92,00377853;-21,98943081
4983;-92,0030027;-21,98924539
4984;-92,0023862;-21,98909804
4985;-92,00196202;-21,98899666
4986;-92,00170523;-21,98893528
4987;-92,00155435;-21,98889922
4988;-92,00142561;-21,98886845
4989;-92,00133959;-21,98884789
4990;-92,00126384;-21,98882979
4991;-92,00118151;-21,98881011
4992;-92,00110018;-21,98879068
4993;-92,00101645;-21,98877066
4994;-92,00092568;-21,98874897
4995;-92,00085912;-21,98873306
4996;-92,00088561;-21,98873939
4997;-92,00103221;-21,98877443
4998;-92,00124667;-21,98882569
4999;-92,00145682;-21,98887591
5000;-92,00160531;-21,9889114
5001;-92,00166615;-21,98892594
5002;-92,00167634;-21,98892838
5003;-92,00163975;-21,98891963
5004;-92,00144724;-21,98887362
5005;-92,00108966;-21,98878816
5006;-92,00066785;-21,98868734
5007;-92,00028588;-21,98859605
5008;-92,00003574;-21,98853627
5009;-91,99993981;-21,98851334
5010;-91,99993539;-21,98851228
5011;-91,99992785;-21,98851048
5012;-91,99991991;-21,98850858
5013;-91,99995829;-21,98851776
5014;-92,00006857;-21,98854411
5015;-92,00034447;-21,98861005
5016;-92,00080067;-21,98871909
5017;-92,001333;-21,98884632
5018;-92,0019341;-21,98898999
5019;-92,00267705;-21,98916755
5020;-92,00358204;-21,98938385
5021;-92,00460335;-21,98962795
5022;-92,00572828;-21,98989682
5023;-92,00692813;-21,99018359
5024;-92,00817056;-21,99048053
5025;-92,0094724;-21,99079168
5026;-92,01082253;-21,99111437
5027;-92,01211801;-21,991424
5028;-92,01329105;-21,99170436
5029;-92,01432428;-21,99195131
5030;-92,01515423;-21,99214967
5031;-92,01576722;-21,99229618
5032;-92,01626354;-21,9924148
5033;-92,0166975;-21,99251852
5034;-92,01709418;-21,99261333
5035;-92,01750078;-21,99271051
5036;-92,01790425;-21,99280694
5037;-92,01829075;-21,99289932
5038;-92,01870243;-21,99299771
5039;-92,0190878;-21,99308982
5040;-92,01936714;-21,99315658
5041;-92,01958348;-21,99320829
5042;-92,01979901;-21,9932598
5043;-92,02003026;-21,99331507
5044;-92,02020521;-21,99335689
5045;-92,02028744;-21,99337654
5046;-92,02029439;-21,9933782
5047;-92,02020789;-21,99335753
5048;-92,02004762;-21,99331922
5049;-92,01988225;-21,9932797
5050;-92,01969736;-21,99323551
5051;-92,01952037;-21,9931932
5052;-92,01929112;-21,99313841
5053;-92,01887073;-21,99303794
5054;-92,0182602;-21,99289202
5055;-92,0175155;-21,99271403
5056;-92,01663174;-21,99250281
5057;-92,01567287;-21,99227363
5058;-92,01482064;-21,99206994
5059;-92,01419844;-21,99192123
5060;-92,01382288;-21,99183147
5061;-92,01368476;-21,99179846
5062;-92,01371297;-21,9918052
5063;-92,01380339;-21,99182681
5064;-92,01390361;-21,99185077
5065;-92,01404053;-21,99188349
5066;-92,01417265;-21,99191507
5067;-92,01433146;-21,99195303
5068;-92,01460233;-21,99201777
5069;-92,01500446;-21,99211388
5070;-92,01557767;-21,99225088
5071;-92,01639778;-21,99244689
5072;-92,01744336;-21,99269679
5073;-92,01850565;-21,99295068
5074;-92,01944325;-21,99317477
5075;-92,02023426;-21,99336383
5076;-92,02091005;-21,99352535
5077;-92,02157912;-21,99368526
5078;-92,02233574;-21,99386609
5079;-92,02313694;-21,99405759
5080;-92,0239585;-21,99425394
5081;-92,02487128;-21,9944721
5082;-92,02589348;-21,99471641
5083;-92,02702433;-21,99498669
5084;-92,02830456;-21,99529268
5085;-92,02968785;-21,99562329
5086;-92,03105275;-21,99594951
5087;-92,03236214;-21,99626246
5088;-92,03369245;-21,99658041
5089;-92,03511024;-21,99691927
5090;-92,03663929;-21,99728472
5091;-92,03826914;-21,99767427
5092;-92,03987482;-21,99805804
5093;-92,0413121;-21,99840155
5094;-92,04259535;-21,99870826
5095;-92,04374525;-21,99898309
5096;-92,04467547;-21,99920542
5097;-92,04539352;-21,99937704
5098;-92,04594185;-21,99950809
5099;-92,04629624;-21,99959279
5100;-92,04653435;-21,9996497
5101;-92,04672586;-21,99969547
5102;-92,04681897;-21,99971773
5103;-92,04676262;-21,99970426
5104;-92,04663174;-21,99967298
5105;-92,04647902;-21,99963648
5106;-92,04627497;-21,99958771
5107;-92,04610755;-21,99954769
5108;-92,04605804;-21,99953586
5109;-92,04602588;-21,99952817
5110;-92,0458739;-21,99949185
5111;-92,0456513;-21,99943865
5112;-92,04539843;-21,99937821
5113;-92,04512565;-21,99931301
5114;-92,0448738;-21,99925282
5115;-92,04455995;-21,99917781
5116;-92,04417583;-21,999086
5117;-92,04383402;-21,99900431
5118;-92,04356285;-21,9989395
5119;-92,04328199;-21,99887237
5120;-92,04293693;-21,9987899
5121;-92,04252694;-21,99869191
5122;-92,04201765;-21,99857018
5123;-92,04146311;-21,99843764
5124;-92,04104087;-21,99833673
5125;-92,04082844;-21,99828596
5126;-92,04077978;-21,99827432
5127;-92,04085913;-21,99829329
5128;-92,04098505;-21,99832339
5129;-92,04105271;-21,99833956
5130;-92,04108939;-21,99834832
5131;-92,0411395;-21,9983603
5132;-92,04114874;-21,99836251
5133;-92,04113417;-21,99835903
5134;-92,04113991;-21,9983604
5135;-92,04113197;-21,9983585
5136;-92,04110721;-21,99835258
5137;-92,04113784;-21,9983599
5138;-92,04119518;-21,99837361
5139;-92,04115917;-21,998365
5140;-92,04106275;-21,99834196
5141;-92,04100796;-21,99832886
5142;-92,04100503;-21,99832816
5143;-92,041008;-21,99832887
5144;-92,04101993;-21,99833172
5145;-92,04095845;-21,99831703
5146;-92,04070889;-21,99825738
5147;-92,04031445;-21,99816311
5148;-92,03985093;-21,99805232
5149;-92,0394276;-21,99795115
5150;-92,03920162;-21,99789714
5151;-92,03926686;-21,99791273
5152;-92,03951085;-21,99797104
5153;-92,03986773;-21,99805634
5154;-92,04034769;-21,99817105
5155;-92,0408883;-21,99830026
5156;-92,04143551;-21,99843105
5157;-92,04197837;-21,9985608
5158;-92,04257636;-21,99870372
5159;-92,04329234;-21,99887484
5160;-92,04421632;-21,99909568
5161;-92,04544638;-21,99938967
5162;-92,04700133;-21,99976131
5163;-92,04881638;-22,00019512
5164;-92,05075426;-22,00065828
5165;-92,05269962;-22,00112324
5166;-92,05455649;-22,00156704
5167;-92,05640503;-22,00200885
5168;-92,05832604;-22,00246798
5169;-92,06034373;-22,00295022
5170;-92,06252249;-22,00347096
5171;-92,0648386;-22,00402452
5172;-92,06727818;-22,0046076
5173;-92,06988948;-22,00523171
5174;-92,07261769;-22,00588377
5175;-92,07541599;-22,00655258
5176;-92,07827208;-22,0072352
5177;-92,08117471;-22,00792895
5178;-92,08414619;-22,00863915
5179;-92,08718985;-22,0093666
5180;-92,0903176;-22,01011415
5181;-92,09350183;-22,0108752
5182;-92,09670348;-22,01164041
5183;-92,09990248;-22,01240499
5184;-92,10310809;-22,01317115
5185;-92,10628236;-22,01392982
5186;-92,10940472;-22,01467608
5187;-92,11244955;-22,01540381
5188;-92,11540219;-22,01610951
5189;-92,1183269;-22,01680853
5190;-92,12121554;-22,01749893
5191;-92,12401313;-22,01816757
5192;-92,12666231;-22,01880074
5193;-92,12906912;-22,01937598
5194;-92,13120583;-22,01988667
5195;-92,13308657;-22,02033618
5196;-92,13483763;-22,02075469
5197;-92,13655249;-22,02116455
5198;-92,13830218;-22,02158274
5199;-92,14012663;-22,02201879
5200;-92,14200102;-22,02246678
5201;-92,14393027;-22,02292789
5202;-92,14591737;-22,02340281
5203;-92,14787929;-22,02387172
5204;-92,14976586;-22,02432262
5205;-92,15156856;-22,02475348
5206;-92,1532832;-22,02516329
5207;-92,15493504;-22,02555809
5208;-92,15654935;-22,02594392
5209;-92,15816283;-22,02632955
5210;-92,15975598;-22,02671032
5211;-92,16124011;-22,02706504
